player_id,name,season,fantasy_points,games_played,points_per_game,league_id
bethach01,Christian Bethancourt,2022,326.6,44.0,7.42,standard
peterja01,Jace Peterson*,2022,364.9,112.0,3.26,standard
diazal02,Aledmys Díaz,2022,357.8,92.0,3.89,standard
hernaya01,Yadiel Hernández*,2022,350.5,94.0,3.73,standard
jimenel02,Eloy Jiménez,2022,372.1,84.0,4.43,standard
allenni02,Nick Allen,2022,333.5,100.0,3.34,standard
slateau01,Austin Slater,2022,366.1,125.0,2.93,standard
sirijo01,Jose Siri,2022,361.8,104.0,3.48,standard
sirijo01,Jose Siri,2022,324.5,48.0,6.76,standard
sirijo01,Jose Siri,2022,339.9,56.0,6.07,standard
duvalad01,Adam Duvall,2022,350.1,86.0,4.07,standard
garcile02,Leury García#,2022,335.9,97.0,3.46,standard
caratvi01,Victor Caratini#,2022,342.0,95.0,3.6,standard
gormano01,Nolan Gorman*,2022,356.2,89.0,4.0,standard
nidoto01,Tomás Nido,2022,332.2,98.0,3.39,standard
baderha01,Harrison Bader,2022,364.7,86.0,4.24,standard
baderha01,Harrison Bader,2022,356.8,72.0,4.96,standard
baderha01,Harrison Bader,2022,310.5,14.0,22.18,standard
newmake01,Kevin Newman,2022,343.1,78.0,4.4,standard
barnhtu01,Tucker Barnhart*,2022,312.6,94.0,3.33,standard
solerjo01,Jorge Soler,2022,347.3,72.0,4.82,standard
solando01,Donovan Solano,2022,327.5,80.0,4.09,standard
biggica01,Cavan Biggio*,2022,342.3,97.0,3.53,standard
abramcj01,CJ Abrams*,2022,340.9,90.0,3.79,standard
abramcj01,CJ Abrams*,2022,319.5,46.0,6.95,standard
abramcj01,CJ Abrams*,2022,324.0,44.0,7.36,standard
arroych01,Christian Arroyo,2022,352.6,87.0,4.05,standard
mejiafr01,Francisco Mejia#,2022,340.4,93.0,3.66,standard
beltbr01,Brandon Belt*,2022,332.0,78.0,4.26,standard
longoev01,Evan Longoria,2022,354.2,89.0,3.98,standard
pasquvi01,Vinnie Pasquantino*,2022,344.1,72.0,4.78,standard
dickeco01,Corey Dickerson*,2022,343.8,96.0,3.58,standard
narvaom01,Omar Narváez*,2022,326.9,84.0,3.89,standard
gomesya01,Yan Gomes,2022,342.7,86.0,3.98,standard
kniznan01,Andrew Knizner,2022,331.9,96.0,3.46,standard
neusesh01,Sheldon Neuse,2022,335.4,89.0,3.77,standard
schwifr01,Frank Schwindel,2022,341.5,75.0,4.55,standard
bartjo01,Joey Bart,2022,339.3,97.0,3.5,standard
rivasal01,Alfonso Rivas III*,2022,333.6,101.0,3.3,standard
myerswi01,Wil Myers,2022,345.4,77.0,4.49,standard
adelljo01,Jo Adell,2022,332.3,88.0,3.78,standard
moustmi01,Mike Moustakas*,2022,337.5,78.0,4.33,standard
castidi02,Diego Castillo,2022,342.7,96.0,3.57,standard
castrro01,Rodolfo Castro#,2022,344.7,71.0,4.85,standard
isbelky01,Kyle Isbel*,2022,347.2,106.0,3.28,standard
brantmi02,Michael Brantley*,2022,340.2,64.0,5.32,standard
smithpa04,Pavin Smith*,2022,341.4,75.0,4.55,standard
aquinar01,Aristides Aquino,2022,336.5,80.0,4.21,standard
cordefr02,Franchy Cordero*,2022,345.1,84.0,4.11,standard
alfarjo01,Jorge Alfaro,2022,338.9,82.0,4.13,standard
yepezju01,Juan Yepez,2022,344.9,76.0,4.54,standard
mcguire01,Reese McGuire*,2022,329.0,89.0,3.7,standard
mcguire01,Reese McGuire*,2022,311.4,53.0,5.88,standard
mcguire01,Reese McGuire*,2022,320.1,36.0,8.89,standard
reynoma03,Matt Reynolds,2022,335.1,93.0,3.6,standard
reynoma03,Matt Reynolds,2022,302.6,1.0,302.6,standard
reynoma03,Matt Reynolds,2022,335.1,92.0,3.64,standard
molinya01,Yadier Molina,2022,332.8,78.0,4.27,standard
rosared01,Eddie Rosario*,2022,334.8,80.0,4.19,standard
albieoz01,Ozzie Albies#,2022,354.9,64.0,5.55,standard
hiurake01,Keston Hiura,2022,351.7,80.0,4.4,standard
lowebr01,Brandon Lowe*,2022,340.4,65.0,5.24,standard
dubonma01,Mauricio Dubón,2022,342.2,104.0,3.29,standard
dubonma01,Mauricio Dubón,2022,316.1,21.0,15.05,standard
dubonma01,Mauricio Dubón,2022,328.6,83.0,3.96,standard
engelad01,Adam Engel,2022,339.9,119.0,2.86,standard
pachecr01,Cristian Pache,2022,320.9,91.0,3.53,standard
friedtj01,TJ Friedl*,2022,352.8,72.0,4.9,standard
mooredy01,Dylan Moore,2022,367.1,104.0,3.53,standard
thomptr01,Trayce Thompson,2022,359.1,80.0,4.49,standard
thomptr01,Trayce Thompson,2022,303.4,6.0,50.57,standard
thomptr01,Trayce Thompson,2022,358.3,74.0,4.84,standard
machivi01,Vimael Machín*,2022,322.7,73.0,4.42,standard
smithjo11,Josh Smith*,2022,327.4,73.0,4.48,standard
wadela01,LaMonte Wade Jr.*,2022,341.4,77.0,4.43,standard
higasky01,Kyle Higashioka,2022,344.4,83.0,4.15,standard
janseda01,Danny Jansen,2022,366.3,72.0,5.09,standard
duffyma01,Matt Duffy,2022,316.4,77.0,4.11,standard
fraleja01,Jake Fraley*,2022,353.8,68.0,5.2,standard
hanigmi01,Mitch Haniger,2022,348.1,57.0,6.11,standard
chishja01,Jazz Chisholm Jr.*,2022,379.5,60.0,6.32,standard
millebr02,Brad Miller*,2022,338.9,81.0,4.18,standard
forteni01,Nick Fortes,2022,355.2,72.0,4.93,standard
menesjo01,Joey Meneses,2022,355.4,56.0,6.35,standard
bledajj01,JJ Bleday*,2022,327.2,65.0,5.03,standard
dejonpa01,Paul DeJong,2022,329.8,77.0,4.28,standard
jeffery01,Ryan Jeffers,2022,335.1,67.0,5.0,standard
almoral01,Albert Almora,2022,340.9,64.0,5.33,standard
arciaor01,Orlando Arcia,2022,341.4,67.0,5.1,standard
luplojo01,Jordan Luplow,2022,348.3,83.0,4.2,standard
gregodi01,Didi Gregorius*,2022,322.5,63.0,5.12,standard
mitchca01,Calvin Mitchell*,2022,329.0,69.0,4.77,standard
higgipj01,P.J. Higgins,2022,335.1,74.0,4.53,standard
fletcda02,David Fletcher,2022,327.7,61.0,5.37,standard
madrini01,Nick Madrigal,2022,318.8,59.0,5.4,standard
hampsga01,Garrett Hampson,2022,338.8,90.0,3.76,standard
baddoak01,Akil Baddoo*,2022,331.5,73.0,4.54,standard
phillbr02,Brett Phillips*,2022,326.7,83.0,3.94,standard
phillbr02,Brett Phillips*,2022,326.9,75.0,4.36,standard
phillbr02,Brett Phillips*,2022,302.4,8.0,37.8,standard
alcanse01,Sergio Alcántara#,2022,337.8,93.0,3.63,standard
alcanse01,Sergio Alcántara#,2022,335.9,71.0,4.73,standard
alcanse01,Sergio Alcántara#,2022,304.5,22.0,13.84,standard
duranja01,Jarren Duran*,2022,331.1,58.0,5.71,standard
vargail01,Ildemaro Vargas#,2022,334.9,63.0,5.32,standard
vargail01,Ildemaro Vargas#,2022,308.7,10.0,30.87,standard
vargail01,Ildemaro Vargas#,2022,328.8,53.0,6.2,standard
kiermke01,Kevin Kiermaier*,2022,341.7,63.0,5.42,standard
chiriro01,Robinson Chirinos,2022,318.8,67.0,4.76,standard
duranez01,Ezequiel Durán,2022,337.7,58.0,5.82,standard
villajo01,Jonathan Villar#,2022,333.6,59.0,5.65,standard
villajo01,Jonathan Villar#,2022,328.0,46.0,7.13,standard
villajo01,Jonathan Villar#,2022,308.2,13.0,23.71,standard
azocajo01,José Azocar,2022,323.8,98.0,3.3,standard
garvemi01,Mitch Garver,2022,338.5,54.0,6.27,standard
barneau01,Austin Barnes,2022,346.2,62.0,5.58,standard
gonzama01,Marwin González#,2022,329.9,85.0,3.88,standard
mailelu01,Luke Maile,2022,320.9,76.0,4.22,standard
velazne01,Nelson Velázquez,2022,335.9,77.0,4.36,standard
servebr01,Brian Serven,2022,325.8,62.0,5.25,standard
zavalse01,Seby Zavala,2022,322.5,61.0,5.29,standard
haggesa01,Sam Haggerty#,2022,350.7,83.0,4.23,standard
hummeco01,Cooper Hummel#,2022,325.1,66.0,4.93,standard
hillisa01,Sam Hilliard*,2022,328.2,70.0,4.69,standard
lowejo01,Josh Lowe*,2022,322.2,52.0,6.2,standard
herreod01,Odúbel Herrera*,2022,338.3,62.0,5.46,standard
lasteto01,Tommy La Stella*,2022,320.3,60.0,5.34,standard
massemi02,Michael Massey*,2022,325.4,52.0,6.26,standard
rendoan01,Anthony Rendon,2022,331.1,47.0,7.04,standard
tsutsyo01,Yoshi Tsutsugo*,2022,316.4,50.0,6.33,standard
vanmejo01,Josh VanMeter*,2022,323.0,67.0,4.82,standard
mccanja02,James McCann,2022,326.7,61.0,5.36,standard
vogtst01,Stephen Vogt*,2022,331.9,70.0,4.74,standard
sosaed01,Edmundo Sosa,2022,335.1,78.0,4.3,standard
sosaed01,Edmundo Sosa,2022,316.4,53.0,5.97,standard
sosaed01,Edmundo Sosa,2022,321.2,25.0,12.85,standard
changyu01,Yu Chang,2022,320.1,69.0,4.64,standard
changyu01,Yu Chang,2022,317.2,51.0,6.22,standard
changyu01,Yu Chang,2022,301.4,4.0,75.35,standard
changyu01,Yu Chang,2022,305.5,18.0,16.97,standard
changyu01,Yu Chang,2022,316.9,36.0,8.8,standard
changyu01,Yu Chang,2022,304.0,11.0,27.64,standard
bridejo01,Jonah Bride,2022,314.8,58.0,5.43,standard
plaweke01,Kevin Plawecki,2022,316.7,63.0,5.03,standard
plaweke01,Kevin Plawecki,2022,316.7,60.0,5.28,standard
plaweke01,Kevin Plawecki,2022,302.6,3.0,100.87,standard
monteel01,Elehuris Montero,2022,327.0,53.0,6.17,standard
mckinza01,Zach McKinstry*,2022,332.2,57.0,5.83,standard
mckinza01,Zach McKinstry*,2022,307.1,10.0,30.71,standard
mckinza01,Zach McKinstry*,2022,327.7,47.0,6.97,standard
lowrije01,Jed Lowrie#,2022,320.8,50.0,6.42,standard
nevinty01,Tyler Nevin,2022,319.0,58.0,5.5,standard
burgeja01,Jake Burger,2022,333.5,51.0,6.54,standard
stephty01,Tyler Stephenson,2022,342.0,50.0,6.84,standard
prattni01,Nick Pratto*,2022,325.4,49.0,6.64,standard
bryankr01,Kris Bryant,2022,331.7,42.0,7.9,standard
kelenja01,Jarred Kelenic*,2022,332.0,54.0,6.15,standard
thompbu01,Bubba Thompson,2022,335.4,55.0,6.1,standard
villada01,David Villar,2022,333.8,52.0,6.42,standard
larnatr01,Trevor Larnach*,2022,325.6,51.0,6.38,standard
clemeer01,Ernie Clement,2022,314.5,69.0,4.56,standard
clemeer01,Ernie Clement,2022,314.2,63.0,4.99,standard
clemeer01,Ernie Clement,2022,302.9,6.0,50.48,standard
caveja01,Jake Cave*,2022,327.5,54.0,6.06,standard
marcatu01,Tucupita Marcano*,2022,320.6,49.0,6.54,standard
refsnro01,Rob Refsnyder,2022,333.8,57.0,5.86,standard
wynnsau01,Austin Wynns,2022,322.9,65.0,4.97,standard
casalcu01,Curt Casali,2022,324.8,57.0,5.7,standard
casalcu01,Curt Casali,2022,319.3,41.0,7.79,standard
casalcu01,Curt Casali,2022,308.0,16.0,19.25,standard
garcijo02,Jose Barrero,2022,312.9,48.0,6.52,standard
diazle01,Lewin Díaz*,2022,316.4,58.0,5.46,standard
olivaed02,Edward Olivares,2022,329.6,53.0,6.22,standard
heinety01,Tyler Heineman#,2022,317.2,62.0,5.12,standard
heinety01,Tyler Heineman#,2022,303.9,10.0,30.39,standard
heinety01,Tyler Heineman#,2022,315.9,52.0,6.07,standard
mckenry01,Ryan McKenna,2022,320.8,104.0,3.08,standard
cabreos01,Oswaldo Cabrera#,2022,332.8,44.0,7.56,standard
mazarno01,Nomar Mazara*,2022,320.6,55.0,5.83,standard
leblach01,Charles Leblanc,2022,323.0,48.0,6.73,standard
delayja01,Jason Delay,2022,313.8,57.0,5.51,standard
camarjo01,Johan Camargo#,2022,315.3,52.0,6.06,standard
torrelu01,Luis Torrens,2022,316.4,55.0,5.75,standard
wadety01,Tyler Wade*,2022,328.2,67.0,4.9,standard
brujavi01,Vidal Bruján#,2022,325.6,52.0,6.26,standard
garliky01,Kyle Garlick,2022,332.8,66.0,5.04,standard
brossmi01,Mike Brosseau,2022,329.6,69.0,4.78,standard
meyerja02,Jake Meyers,2022,315.8,52.0,6.07,standard
alberha01,Hanser Alberto,2022,319.2,73.0,4.37,standard
suzukku01,Kurt Suzuki,2022,319.2,51.0,6.26,standard
cainlo01,Lorenzo Cain,2022,317.4,43.0,7.38,standard
grissva01,Vaughn Grissom,2022,337.0,41.0,8.22,standard
kirilal01,Alex Kirilloff*,2022,323.2,45.0,7.18,standard
lopezal03,Alejo López#,2022,320.4,59.0,5.43,standard
adamsri03,Riley Adams,2022,317.1,48.0,6.61,standard
carpema01,Matt Carpenter*,2022,358.1,47.0,7.62,standard
langesh01,Shea Langeliers,2022,324.9,40.0,8.12,standard
smithdo02,Dominic Smith*,2022,314.6,58.0,5.42,standard
heywaja01,Jason Heyward*,2022,316.1,48.0,6.59,standard
smithke05,Kevin Smith,2022,317.7,47.0,6.76,standard
fordmi01,Mike Ford*,2022,312.2,50.0,6.24,standard
fordmi01,Mike Ford*,2022,311.3,44.0,7.08,standard
fordmi01,Mike Ford*,2022,303.5,6.0,50.58,standard
fordmi01,Mike Ford*,2022,303.9,1.0,303.9,standard
fordmi01,Mike Ford*,2022,303.2,16.0,18.95,standard
fordmi01,Mike Ford*,2022,302.3,5.0,60.46,standard
fordmi01,Mike Ford*,2022,310.6,28.0,11.09,standard
meadoau01,Austin Meadows*,2022,312.7,36.0,8.69,standard
ohearry01,Ryan O'Hearn*,2022,317.5,67.0,4.74,standard
hallda02,Darick Hall*,2022,329.6,41.0,8.04,standard
andujmi01,Miguel Andujar,2022,324.0,36.0,9.0,standard
andujmi01,Miguel Andujar,2022,316.4,27.0,11.72,standard
andujmi01,Miguel Andujar,2022,310.1,9.0,34.46,standard
piscost01,Stephen Piscotty,2022,320.6,42.0,7.63,standard
willilu01,Luke Williams,2022,328.3,79.0,4.16,standard
willilu01,Luke Williams,2022,304.5,8.0,38.06,standard
willilu01,Luke Williams,2022,326.4,71.0,4.6,standard
rominau01,Austin Romine,2022,311.3,51.0,6.1,standard
rominau01,Austin Romine,2022,311.7,48.0,6.49,standard
rominau01,Austin Romine,2022,302.1,3.0,100.7,standard
rominau01,Austin Romine,2022,302.7,11.0,27.52,standard
rominau01,Austin Romine,2022,311.6,37.0,8.42,standard
allengr01,Greg Allen#,2022,324.8,46.0,7.06,standard
hendegu01,Gunnar Henderson*,2022,322.9,34.0,9.5,standard
huffsa01,Sam Huff,2022,314.5,44.0,7.15,standard
perezmi03,Michael Pérez*,2022,321.9,45.0,7.15,standard
perezmi03,Michael Pérez*,2022,319.6,39.0,8.19,standard
perezmi03,Michael Pérez*,2022,304.8,6.0,50.8,standard
escobal02,Alcides Escobar,2022,311.6,40.0,7.79,standard
callal02,Alex Call,2022,328.0,47.0,6.98,standard
callal02,Alex Call,2022,303.2,12.0,25.27,standard
callal02,Alex Call,2022,327.4,35.0,9.35,standard
ibanean01,Andy Ibáñez,2022,318.5,40.0,7.96,standard
moranco01,Colin Moran*,2022,326.1,42.0,7.76,standard
mercaos01,Óscar Mercado,2022,326.9,55.0,5.94,standard
mercaos01,Óscar Mercado,2022,327.0,54.0,6.06,standard
mercaos01,Óscar Mercado,2022,302.4,1.0,302.4,standard
boteda01,David Bote,2022,319.2,41.0,7.79,standard
clemeko01,Kody Clemens*,2022,324.3,56.0,5.79,standard
beerse01,Seth Beer*,2022,307.2,38.0,8.08,standard
garcide02,Dérmis Garcia,2022,321.4,39.0,8.24,standard
trejoal01,Alan Trejo,2022,324.6,35.0,9.27,standard
culbech01,Charlie Culberson,2022,322.7,68.0,4.75,standard
herrejo04,José Herrera#,2022,306.1,47.0,6.51,standard
madribl01,Bligh Madris*,2022,312.4,39.0,8.01,standard
palacri01,Richie Palacios*,2022,312.9,54.0,5.79,standard
zuninmi01,Mike Zunino,2022,316.4,36.0,8.79,standard
eatonna01,Nate Eaton,2022,331.2,44.0,7.53,standard
stubbga01,Garrett Stubbs*,2022,329.3,46.0,7.16,standard
toglimi01,Michael Toglia#,2022,313.5,31.0,10.11,standard
trammta01,Taylor Trammell*,2022,321.1,43.0,7.47,standard
whiteel04,Eli White,2022,332.0,47.0,7.06,standard
zimmebr01,Bradley Zimmer*,2022,316.6,109.0,2.9,standard
zimmebr01,Bradley Zimmer*,2022,314.6,100.0,3.15,standard
zimmebr01,Bradley Zimmer*,2022,304.5,9.0,33.83,standard
boltsk01,Skye Bolt#,2022,324.1,42.0,7.72,standard
carroco02,Corbin Carroll*,2022,322.7,32.0,10.08,standard
